"Package"	"Version"	"LibPath"
"rematch"	"1.0.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"remotes"	"2.1.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"repr"	"1.0.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"reprex"	"0.3.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"reshape"	"0.8.8"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"reshape2"	"1.4.3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rex"	"1.1.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rgeos"	"0.5-2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rgexf"	"0.15.3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rgl"	"0.99.16"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"RJSONIO"	"1.3-1.3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rlang"	"0.4.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rlecuyer"	"0.3-5"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rmarkdown"	"1.18"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rngtools"	"1.4"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"robustbase"	"0.93-5"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"ROCR"	"1.0-7"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"Rook"	"1.1-1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"roxygen2"	"7.0.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rpart"	"4.1-13"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rprojroot"	"1.3-2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rrBLUP"	"4.6"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"RSclient"	"0.7-3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"Rserve"	"1.7-3.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rstan"	"2.19.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rstantools"	"2.0.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rstudioapi"	"0.10"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"RUnit"	"0.4.32"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rversions"	"2.0.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"rvest"	"0.3.5"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"S4Vectors"	"0.20.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"sandwich"	"2.5-1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"scales"	"1.1.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"scatterplot3d"	"0.3-41"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"segmented"	"1.1-0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"selectr"	"0.4-2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"seqinr"	"3.6-1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"sessioninfo"	"1.1.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"sf"	"0.8-0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"shiny"	"1.4.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"shinythemes"	"1.1.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"snow"	"0.4-3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"snowfall"	"1.84-6.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"sommer"	"4.0.8"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"sourcetools"	"0.1.7"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"sp"	"1.3-2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"SparseM"	"1.77"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"spatial"	"7.3-11"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"splines"	"3.5.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"spls"	"2.2-3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"SQUAREM"	"2017.10-1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"StanHeaders"	"2.19.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"stats"	"3.5.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"stats4"	"3.5.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"strex"	"1.2.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"stringi"	"1.4.3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"stringr"	"1.4.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"superheat"	"0.1.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"survival"	"2.41-3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"svglite"	"1.2.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"sys"	"3.3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"systemfonts"	"0.1.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"tcltk"	"3.5.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"testthat"	"2.3.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"TH.data"	"1.0-10"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"tibble"	"2.1.3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"tidyr"	"1.0.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"tidyselect"	"0.2.5"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"tidyverse"	"1.3.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"timeDate"	"3043.102"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"tinytex"	"0.18"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"tools"	"3.5.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"treeman"	"1.1.3"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"trimcluster"	"0.1-2.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"truncnorm"	"1.0-8"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"units"	"0.6-5"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"usethis"	"1.5.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"utf8"	"1.1.4"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"utils"	"3.5.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"vdiffr"	"0.3.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"viridis"	"0.5.1"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"viridisLite"	"0.3.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"visNetwork"	"2.0.9"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"webshot"	"0.5.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"whisker"	"0.4"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"withr"	"2.1.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"xfun"	"0.11"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"xml2"	"1.2.2"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"xopen"	"1.0.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"xtable"	"1.8-4"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"XVector"	"0.22.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"yaml"	"2.2.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"zlibbioc"	"1.28.0"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
"zoo"	"1.8-6"	"/Library/Frameworks/R.framework/Versions/3.5/Resources/library"
